,title,title_abs,publish_year,keyword,emb1,emb2,year_cat,year_enc,color_code
317,Outing Power Outages: Real-time and Predictive Socio-demographic  Analytics for New York City,"Outing Power Outages: Real-time and Predictive Socio-demographic   Analytics for New York City  Electrical outages continue to occur despite technological innovations and improvements to electric power distribution infrastructure. In this paper, we describe a tool that was designed to acquire and collect data on electric power outages in New York City since July 2020. The electrical outages are then displayed on a front-end application, which is publicly available. We use the collected outage data to analyze these outages and their socio-economic impacts on electricity vulnerable population groups. We determined that there was a slightly negative linear relationship between income and number of outages. Finally, a Markov Influence Graph was created to better understand the spatial and temporal relationships between outages. ",2022,power outages,3.3329515,7.118257,2020-,6,#5E0897
318,Power Off! Challenges in Planning and Executing Power Isolations on  Shared-Use Electrified Railways,"Power Off! Challenges in Planning and Executing Power Isolations on   Shared-Use Electrified Railways  Electric railways are fast, clean, and safe, but complex to operate and maintain. Electric traction infrastructure includes signal power and feeder lines that remain live during isolations and complicate maintenance processes. Stakeholders involved in power outage planning include contractors, linemen, groundmen, power directors, dispatchers, conductor-flag, and support personnel. Weekly planning processes for track time requires many contingencies due to large number of moving parts and factors not known in advance, like personnel availability. Electrical and mechanical environments faced by crews working in adjacent areas may be entirely different and require a ""bespoke"" circuit configuration to de-energize catenary, which must be planned meticulously. Although recent automation improved real-time ""plate order"" communications between power directors and dispatchers, each outage still requires many manual switching operations. Net impact of this isolation process reduces available construction work windows nightly from a nominal 7 hours to 2 hrs 39 mins. We recommend joint design of electrical and civil infrastructure, cross-training between disciplines, limiting maximum number of concurrent outages, formal study of maintenance outage capacity, and further automation in power switching. ",2021,power outages,1.9055198,5.958092,2020-,6,#5E0897
319,Comparing Generator Unavailability Models with Empirical Distributions  from Open Energy Datasets,"Comparing Generator Unavailability Models with Empirical Distributions   from Open Energy Datasets  The modelling of power station outages is an integral part of power system planning. In this work, models of the unavailability of the fleets of eight countries in Northwest Europe are constructed and subsequently compared against empirical distributions derived using data from the open-access ENTSO-e Transparency Platform. Summary statistics of non-sequential models highlight limitations with the empirical modelling, with very variable results across countries. Additionally, analysis of time sequential models suggests a clear need for fleet-specific analytic model parameters. Despite a number of challenges and ambiguities associated with the empirical distributions, it is suggested that a range of valuable qualitative and quantitative insights can be gained by comparing these two complementary approaches for modelling and understanding generator unavailabilities. ",2022,power outages,2.1760094,5.8893986,2020-,6,#5E0897
320,Early warning via transitions in latent stochastic dynamical systems,"Early warning via transitions in latent stochastic dynamical systems  Early warnings for dynamical transitions in complex systems or high-dimensional observation data are essential in many real world applications, such as gene mutation, brain diseases, natural disasters, financial crises, and engineering reliability. To effectively extract early warning signals, we develop a novel approach: the directed anisotropic diffusion map that captures the latent evolutionary dynamics in low-dimensional manifold. Applying the methodology to authentic electroencephalogram (EEG) data, we successfully find the appropriate effective coordinates, and derive early warning signals capable of detecting the tipping point during the state transition. Our method bridges the latent dynamics with the original dataset. The framework is validated to be accurate and effective through numerical experiments, in terms of density and transition probability. It is shown that the second coordinate holds meaningful information for critical transition in various evaluation metrics. ",2023,early warning,4.0157785,6.681107,2020-,6,#5E0897
321,A Civil Protection Early Warning System to Improve the Resilience of  Adriatic-Ionian Territories to Natural and Man-made Risk,"A Civil Protection Early Warning System to Improve the Resilience of   Adriatic-Ionian Territories to Natural and Man-made Risk  We are currently witnessing an increased occurrence of extreme weather events, causing a great deal of disruption and distress across the globe. In this setting, the importance and utility of Early Warning Systems is becoming increasingly obvious. In this work, we present the design of an early warning system called TransCPEarlyWarning, aimed at seven countries in the Adriatic-Ionian area in Europe. The overall objective is to increase the level of cooperation among national civil protection institutions in these countries, addressing natural and man-made risks from the early warning stage and improving the intervention capabilities of civil protection mechanisms. The system utilizes an innovative approach with a lever effect, while also aiming to support the whole system of Civil Protection. ",2022,early warning,3.143402,7.0104017,2020-,6,#5E0897
322,The transformer earthquake alerting model: A new versatile approach to  earthquake early warning,"The transformer earthquake alerting model: A new versatile approach to   earthquake early warning  Earthquakes are major hazards to humans, buildings and infrastructure. Early warning methods aim to provide advance notice of incoming strong shaking to enable preventive action and mitigate seismic risk. Their usefulness depends on accuracy, the relation between true, missed and false alerts, and timeliness, the time between a warning and the arrival of strong shaking. Current approaches suffer from apparent aleatoric uncertainties due to simplified modelling or short warning times. Here we propose a novel early warning method, the deep-learning based transformer earthquake alerting model (TEAM), to mitigate these limitations. TEAM analyzes raw, strong motion waveforms of an arbitrary number of stations at arbitrary locations in real-time, making it easily adaptable to changing seismic networks and warning targets. We evaluate TEAM on two regions with high seismic hazard, Japan and Italy, that are complementary in their seismicity. On both datasets TEAM outperforms existing early warning methods considerably, offering accurate and timely warnings. Using domain adaptation, TEAM even provides reliable alerts for events larger than any in the training data, a property of highest importance as records from very large events are rare in many regions. ",2020,early warning,5.2530956,6.5263486,2020-,6,#5E0897
323,"""Shaking in 5 seconds!"" A Voluntary Smartphone-based Earthquake Early  Warning System","""Shaking in 5 seconds!"" A Voluntary Smartphone-based Earthquake Early   Warning System  Public earthquake early warning systems have the potential to reduce individual risk by warning people of an incoming tremor but their development has been hampered by costly infrastructure. Furthermore, users' understanding of such a service and their reactions to warnings remains poorly studied. The smartphone app of the Earthquake Network initiative turns users' smartphones into motion detectors and provides the first example of purely smartphone-based earthquake early warnings, without the need for dedicated seismic station infrastructure and operating in multiple countries. We demonstrate here that early warnings have been emitted in multiple countries even for damaging shaking levels and so this offers an alternative in the many regions unlikely to be covered by conventional early warning systems in the foreseeable future. We also show that although warnings are understood and appreciated by users, notably to get psychologically prepared, only a fraction take protective actions such as ""drop, cover and hold"". ",2021,early warning,5.255776,6.4506927,2020-,6,#5E0897
324,Sample-Efficient Safety Assurances using Conformal Prediction,"Sample-Efficient Safety Assurances using Conformal Prediction  When deploying machine learning models in high-stakes robotics applications, the ability to detect unsafe situations is crucial. Early warning systems can provide alerts when an unsafe situation is imminent (in the absence of corrective action). To reliably improve safety, these warning systems should have a provable false negative rate; i.e. of the situations that are unsafe, fewer than $\epsilon$ will occur without an alert. In this work, we present a framework that combines a statistical inference technique known as conformal prediction with a simulator of robot/environment dynamics, in order to tune warning systems to provably achieve an $\epsilon$ false negative rate using as few as $1/\epsilon$ data points. We apply our framework to a driver warning system and a robotic grasping application, and empirically demonstrate guaranteed false negative rate while also observing low false detection (positive) rate. ",2021,early warning,2.8281233,6.3522635,2020-,6,#5E0897
325,Early-warning indicators in the dynamic regime,Early-warning indicators in the dynamic regime  Early-warning indicators (increase of autocorrelation and variance) are commonly applied to time series data to try and detect tipping points of real-world systems. The theory behind these indicators originates from approximating the fluctuations around an equilibrium observed in time series data by a linear stationary (Ornstein-Uhlenbeck) process. Then for the approach of a bifurcation-type tipping point the formulas for the autocorrelation and variance of an Ornstein-Uhlenbeck process detect the phenomenon `critical slowing down'. The assumption of stationarity and linearity introduces two sources of error in the early-warning indicators. We investigate the difference between the theoretical and observed values for the early-warning indicators for the saddle-node normal form bifurcation with linear drift. ,2016,early warning,4.0666556,5.6237397,2016-2020,5,#7402B1
326,Early warning of pedestrians and cyclists,Early warning of pedestrians and cyclists  State-of-the-art motor vehicles are able to break for pedestrians in an emergency. We investigate what it would take to issue an early warning to the driver so he/she has time to react. We have identified that predicting the intention of a pedestrian reliably by position is a particularly hard challenge. This paper describes an early pedestrian warning demonstration system. ,2021,early warning,2.8978007,7.392022,2020-,6,#5E0897
327,Early warning signal for interior crises in excitable systems,"Early warning signal for interior crises in excitable systems  The ability to reliably predict critical transitions in dynamical systems is a long-standing goal of diverse scientific communities. Previous work focused on early warning signals related to local bifurcations (critical slowing down) and non-bifurcation type transitions. We extend this toolbox and report on a characteristic scaling behavior (critical attractor growth) which is indicative of an impending global bifurcation, an interior crisis in excitable systems. We demonstrate our early warning signal in a conceptual climate model as well as in a model of coupled neurons known to exhibit extreme events. We observed critical attractor growth prior to interior crises of chaotic as well as strange-nonchaotic attractors. These observations promise to extend the classes of transitions that can be predicted via early warning signals. ",2017,early warning,5.277716,5.9195886,2016-2020,5,#7402B1
328,Crowd-Funded Earthquake Early-Warning System,"Crowd-Funded Earthquake Early-Warning System  Earthquake early warning systems has been proven to save countless lives in Japan, Mexico, and Chile, where earthquake warnings are often broadcast live on TV up to a minute before residents experience shaking.   Unfortunately, traditional early warning systems require extensive capital investment. The high cost of traditional earthquake early-warning systems and limited budgets prevent earthquake-prone developing countries like the Philippines, Indonesia, Afghanistan, India, Burma, Ghana, Nigeria, Columbia, Venezuela, and Bolivia from building traditional earthquake warning systems.   This project describes repurposing old Android smartphones into affordable dedicated seismometers to detect tremors. These smartphones have become disposable items and are continuously ""upgraded"" and replaced. Yet every one of these devices includes everything needed to act as a dedicated seismometer: Wi-Fi capability, GPS, and an accelerometer. The software developed for this project converts these smartphones into dedicated seismometers and uses existing web technologies for telemetry services. This system would also trigger alerts to all devices that have the software installed whenever a tremor is detected, effectively making each seismic detection station double as an earthquake early-warning alarm.   A large network of these seismic detection stations will effectively create an affordable earthquake early-warning system that can be rapidly implemented at an extremely low cost. It would provide developing nations an affordable life-saving alternative to expensive traditional earthquake early-warning systems. This solution is cheap, keeps old smartphones from landfills, and will save lives. ",2022,early warning,4.82484,6.8256793,2020-,6,#5E0897
329,"Real-time Earthquake Early Warning with Deep Learning: Application to  the 2016 Central Apennines, Italy Earthquake Sequence","Real-time Earthquake Early Warning with Deep Learning: Application to   the 2016 Central Apennines, Italy Earthquake Sequence  Earthquake early warning systems are required to report earthquake locations and magnitudes as quickly as possible before the damaging S wave arrival to mitigate seismic hazards. Deep learning techniques provide potential for extracting earthquake source information from full seismic waveforms instead of seismic phase picks. We developed a novel deep learning earthquake early warning system that utilizes fully convolutional networks to simultaneously detect earthquakes and estimate their source parameters from continuous seismic waveform streams. The system determines earthquake location and magnitude as soon as one station receives earthquake signals and evolutionarily improves the solutions by receiving continuous data. We apply the system to the 2016 Mw 6.0 earthquake in Central Apennines, Italy and its subsequent sequence. Earthquake locations and magnitudes can be reliably determined as early as four seconds after the earliest P phase, with mean error ranges of 6.8-3.7 km and 0.31-0.23, respectively. ",2020,early warning,5.2871943,6.511113,2020-,6,#5E0897
330,Elastic Collision Based Dynamic Partitioning Scheme for Hybrid  Simulations,"Elastic Collision Based Dynamic Partitioning Scheme for Hybrid   Simulations  The scattering-adapted flexible inner region ensemble separator (SAFIRES) is a partitioning scheme designed to divide a simulation cell into two regions to be treated with different computational methodologies. SAFIRES prevents particles from crossing between regions and resolves boundary events through elastic collisions of the particles mediated by the boundary, conserving energy and momenta. A multiple-time-step propagation algorithm is introduced where the time step is scaled automatically to identify the moment a collision occurs. If the length of the time step is kept constant, the new propagator reduces to a regular algorithm for Langevin dynamics, and to the velocity Verlet algorithm for classical dynamics if the friction coefficient is set to zero. SAFIRES constitutes the exact limit of the premise behind boundary-based methods such as FIRES, BEST, and BCC which take advantage of the indistinguishability of molecules on opposite sides of the separator. It gives correct average ensemble statistics despite the introduction of an ensemble separator. SAFIRES is tested in simulations where the molecules on the two sides are treated in the same way, for a Lennard-Jones (LJ) liquid and a LJ liquid in contact with a surface, as well as for liquid modelling simulations using the TIP4P force field. Simulations using SAFIRES are shown to reproduce the unconstrained reference simulations without significant deviations. ",2021,fires,6.4346504,5.8978705,2020-,6,#5E0897
331,Algorithm FIRE -- Feynman Integral REduction,"Algorithm FIRE -- Feynman Integral REduction  The recently developed algorithm FIRE performs the reduction of Feynman integrals to master integrals. It is based on a number of strategies, such as applying the Laporta algorithm, the s-bases algorithm, region-bases and integrating explicitly over loop momenta when possible. Currently it is being used in complicated three-loop calculations. ",2008,fires,5.526381,2.7457774,2006-2010,3,#FEF65C
332,FIRE6: Feynman Integral REduction with Modular Arithmetic,FIRE6: Feynman Integral REduction with Modular Arithmetic  FIRE is a program performing reduction of Feynman integrals to master integrals. The C++ version of FIRE was presented in 2014. There have been multiple changes and upgrades since then including the possibility to use multiple computers for one reduction task and to perform reduction with modular arithmetic. The goal of this paper is to present the current version of FIRE. ,2019,fires,5.677642,2.615154,2016-2020,5,#7402B1
333,The Spitzer Archival Far-InfraRed Extragalactic Survey,"The Spitzer Archival Far-InfraRed Extragalactic Survey  We present the Spitzer Archival Far-InfraRed Extragalactic Survey (SAFIRES). This program produces refined mosaics and source lists for all far-infrared extragalactic data taken during the more than six years of the cryogenic operation of the Spitzer Space Telescope. The SAFIRES products consist of far-infrared data in two wavelength bands (70 um and 160 um) across approximately 180 square degrees of sky, with source lists containing far-infrared fluxes for almost 40,000 extragalactic point sources. Thus, SAFIRES provides a large, robust archival far-infrared data set suitable for many scientific goals. ",2015,fires,9.791563,8.719283,2016-2020,5,#7402B1
334,Wildfire Prediction to Inform Fire Management: Statistical Science  Challenges,"Wildfire Prediction to Inform Fire Management: Statistical Science   Challenges  Wildfire is an important system process of the earth that occurs across a wide range of spatial and temporal scales. A variety of methods have been used to predict wildfire phenomena during the past century to better our understanding of fire processes and to inform fire and land management decision-making. Statistical methods have an important role in wildfire prediction due to the inherent stochastic nature of fire phenomena at all scales. Predictive models have exploited several sources of data describing fire phenomena. Experimental data are scarce; observational data are dominated by statistics compiled by government fire management agencies, primarily for administrative purposes and increasingly from remote sensing observations. Fires are rare events at many scales. The data describing fire phenomena can be zero-heavy and nonstationary over both space and time. Users of fire modeling methodologies are mainly fire management agencies often working under great time constraints, thus, complex models have to be efficiently estimated. We focus on providing an understanding of some of the information needed for fire management decision-making and of the challenges involved in predicting fire occurrence, growth and frequency at regional, national and global scales. ",2013,fires,4.313369,7.0253096,2011-2015,4,#9100CF
335,Obscured Wildfire Flame Detection By Temporal Analysis of Smoke Patterns  Captured by Unmanned Aerial Systems,"Obscured Wildfire Flame Detection By Temporal Analysis of Smoke Patterns   Captured by Unmanned Aerial Systems  This research paper addresses the challenge of detecting obscured wildfires (when the fire flames are covered by trees, smoke, clouds, and other natural barriers) in real-time using drones equipped only with RGB cameras. We propose a novel methodology that employs semantic segmentation based on the temporal analysis of smoke patterns in video sequences. Our approach utilizes an encoder-decoder architecture based on deep convolutional neural network architecture with a pre-trained CNN encoder and 3D convolutions for decoding while using sequential stacking of features to exploit temporal variations. The predicted fire locations can assist drones in effectively combating forest fires and pinpoint fire retardant chemical drop on exact flame locations. We applied our method to a curated dataset derived from the FLAME2 dataset that includes RGB video along with IR video to determine the ground truth. Our proposed method has a unique property of detecting obscured fire and achieves a Dice score of 85.88%, while achieving a high precision of 92.47% and classification accuracy of 90.67% on test data showing promising results when inspected visually. Indeed, our method outperforms other methods by a significant margin in terms of video-level fire classification as we obtained about 100% accuracy using MobileNet+CBAM as the encoder backbone. ",2023,fires,4.155745,7.8144374,2020-,6,#5E0897
336,Phases and Time-Scales of Ignition and Burning of Live Fuels,"Phases and Time-Scales of Ignition and Burning of Live Fuels  Wildland fires impact ecosystems and communities worldwide. Many wildfires burn in living or a mixture of living and senescent vegetation. Therefore, it is necessary to understand the burning behavior of living fuels, in contrast to just dead or dried fuels, to more effectively support fire management decisions. In this study, the ignition and burning behaviors of needles placed in convective heat flux were evaluated. The species included longleaf pine (Pinus palustris), Douglas-fir (Pseudotsuga menziesii), western red cedar (Thuja plicata), ponderosa pine (Pinus ponderosa), western larch (Larix occidentalis), pacific yew (Taxus brevifolia), white spruce (Picea glauca), and sagebrush (Artemisia tridentate). The ignition and burning behaviors were related to live fuel moisture content (LFMC), pilot flame temperatures, and convective heat fluxes. The different phases of ignition and burning were captured using high-speed imaging. In general, four burning phases can be observed: droplet ejection and burning, a transition phase, flaming combustion, and smoldering combustion. Ejection and subsequent burning of droplets can occur prior to sustained flaming ignition only in live fuels. For some species (e.g., longleaf pine, ponderosa pine, white spruce) droplet ejection and burning can reduce ignition times relative to dried fuel with lower LFMC. In general, the transition phase tends to take longer than the flaming and droplet phases (when these occur). During the transition phase, the fuels are heated and pyrolysis occurs. Time-scales to ignition and the different phases of ignition and burning vary more among live fuels than dead and dried fuels. This conclusion indicates that other parameters, such as chemical composition and structural morphology of the fuel, can significantly influence the burning of live fuels. ",2022,fires,6.6198373,6.1808443,2020-,6,#5E0897
337,Improved Active Fire Detection using Operational U-Nets,"Improved Active Fire Detection using Operational U-Nets  As a consequence of global warming and climate change, the risk and extent of wildfires have been increasing in many areas worldwide. Warmer temperatures and drier conditions can cause quickly spreading fires and make them harder to control; therefore, early detection and accurate locating of active fires are crucial in environmental monitoring. Using satellite imagery to monitor and detect active fires has been critical for managing forests and public land. Many traditional statistical-based methods and more recent deep-learning techniques have been proposed for active fire detection. In this study, we propose a novel approach called Operational U-Nets for the improved early detection of active fires. The proposed approach utilizes Self-Organized Operational Neural Network (Self-ONN) layers in a compact U-Net architecture. The preliminary experimental results demonstrate that Operational U-Nets not only achieve superior detection performance but can also significantly reduce computational complexity. ",2023,fires,3.58547,8.306624,2020-,6,#5E0897
338,Fires on large recursive trees,"Fires on large recursive trees  We consider random dynamics on a uniform random recursive tree with $n$ vertices. Successively, in a uniform random order, each edge is either set on fire with some probability $p_n$ or fireproof with probability $1-p_n$. Fires propagate in the tree and are only stopped by fireproof edges. We first consider the proportion of burnt and fireproof vertices as $n\to\infty$, and prove a phase transition when $p_n$ is of order $\ln n/n$. We then study the connectivity of the fireproof forest, more precisely the existence of a giant component. We finally investigate the sizes of the burnt subtrees. ",2014,fires,3.1198444,3.6623635,2011-2015,4,#9100CF
339,Upper Atmosphere Smoke Injection from Large Areal Fires,"Upper Atmosphere Smoke Injection from Large Areal Fires  Large fires can inject smoke into the upper troposphere and lower stratosphere. Detailed fire simulations allow for assessment of how local weather interacts with these fires and affects smoke lofting. In this study, we employ the fire simulation package in the Weather Research and Forecasting model (WRF-Fire), Version 4.0.1, to explore how smoke lofting from a fire burning a homogeneous fuel bed changes with varying local winds, relative humidity, and atmospheric boundary-layer stability for two different-sized areal fires. We find that the presence of moisture has the greatest influence on the results by raising the altitude of lofting, while faster winds speeds dampen lofting and lower the injection height. Stably stratified conditions further inhibit plume propagation compared with neutrally stratified conditions. ",2020,fires,6.619396,6.2981224,2020-,6,#5E0897
340,Detecting and Explaining Crisis,"Detecting and Explaining Crisis  Individuals on social media may reveal themselves to be in various states of crisis (e.g. suicide, self-harm, abuse, or eating disorders). Detecting crisis from social media text automatically and accurately can have profound consequences. However, detecting a general state of crisis without explaining why has limited applications. An explanation in this context is a coherent, concise subset of the text that rationalizes the crisis detection. We explore several methods to detect and explain crisis using a combination of neural and non-neural techniques. We evaluate these techniques on a unique data set obtained from Koko, an anonymous emotional support network available through various messaging applications. We annotate a small subset of the samples labeled with crisis with corresponding explanations. Our best technique significantly outperforms the baseline for detection and explanation. ",2017,crisis,1.6052089,7.6993957,2016-2020,5,#7402B1
341,"Bank Panics and Fire Sales, Insolvency and Illiquidity","Bank Panics and Fire Sales, Insolvency and Illiquidity  Banking system crises are complex events that in a short span of time can inflict extensive damage to banks themselves and to the external economy. The crisis literature has so far identified a number of distinct effects or channels that can propagate distress contagiously both directly within the banking network itself and indirectly, between the network and the external economy. These contagious effects, and the potential events that trigger these effects, can explain most aspects of past crises, and are thought to be likely to dominate future financial crises. Since the current international financial regulatory regime based on the Basel III Accord does a good job of ensuring that banks are resilient to such contagion effects taken one at a time, systemic risk theorists increasingly understand that future crises are likely to be dominated by the spillovers between distinct contagion channels. The present paper aims to provide a model for systemic risk that is comprehensive enough to include the important contagion channels identified in the literature. In such a model one can hope to understand the dangerous spillover effects that are expected to dominate future crises. To rein in the number and complexity of the modelling assumptions, two requirements are imposed, neither of which is yet well-known or established in the main stream of systemic risk research. The first, called stock-flow consistency, demands that the financial system follows a rigorous set of rules based on accounting principles. The second requirement, called Asset-Liability symmetry, implies that every proposed contagion channel has a dual channel obtained by interchanging assets and liabilities, and that these dual channel pairs have a symmetric mathematical representation. ",2017,crisis,3.2657177,5.96159,2016-2020,5,#7402B1
342,CrisisBERT: a Robust Transformer for Crisis Classification and  Contextual Crisis Embedding,"CrisisBERT: a Robust Transformer for Crisis Classification and   Contextual Crisis Embedding  Classification of crisis events, such as natural disasters, terrorist attacks and pandemics, is a crucial task to create early signals and inform relevant parties for spontaneous actions to reduce overall damage. Despite crisis such as natural disasters can be predicted by professional institutions, certain events are first signaled by civilians, such as the recent COVID-19 pandemics. Social media platforms such as Twitter often exposes firsthand signals on such crises through high volume information exchange over half a billion tweets posted daily. Prior works proposed various crisis embeddings and classification using conventional Machine Learning and Neural Network models. However, none of the works perform crisis embedding and classification using state of the art attention-based deep neural networks models, such as Transformers and document-level contextual embeddings. This work proposes CrisisBERT, an end-to-end transformer-based model for two crisis classification tasks, namely crisis detection and crisis recognition, which shows promising results across accuracy and f1 scores. The proposed model also demonstrates superior robustness over benchmark, as it shows marginal performance compromise while extending from 6 to 36 events with only 51.4% additional data points. We also proposed Crisis2Vec, an attention-based, document-level contextual embedding architecture for crisis embedding, which achieve better performance than conventional crisis embedding methods such as Word2Vec and GloVe. To the best of our knowledge, our works are first to propose using transformer-based crisis classification and document-level contextual crisis embedding in the literature. ",2020,crisis,1.5047755,7.6426253,2020-,6,#5E0897
343,Financial Crisis in the Framework of Non-zero Temperature Balance Theory,"Financial Crisis in the Framework of Non-zero Temperature Balance Theory  Financial crises are known as crashes that result in a sudden loss of value of financial assets in large part and they continue to occur from time to time surprisingly. In order to discover features of the financial network, the pairwise interaction of stocks has been considered in many research, but the existence of the strong correlation of stocks and their collective behavior in crisis made us address higher-order interactions. Hence, in this study, we investigate financial networks by triplet interaction in the framework of balance theory. Due to detecting the contribution of higher-order interactions in understanding the complex behavior of stocks we take the advantage of the orders parameters of the higher-order interactions. Looking at real data of financial market obtained from $S\&P500$ through the lens of balance theory for the quest of network structure in different periods of time near and far from crisis reveals the existence of a structural difference of the network that corresponds to different periods of time. Here, we address two well-known crises the Great regression (2008) and the Covid-19 recession (2020). Results show an ordered structure forms on-crisis in the financial network while stocks behave independently far from a crisis. The formation of the ordered structure of stocks in crisis makes the network resistant against disorder. The resistance of the ordered structure against applying a disorder (temperature) can measure the crisis strength and determine the temperature at which the network transits. There is a critical temperature, $T_{c}$, in the language of statistical mechanics and mean-field approach which above, the ordered structure destroys abruptly and a first-order phase transition occurs. The stronger the crisis, the higher the critical temperature. ",2022,crisis,3.3836641,6.022148,2020-,6,#5E0897
344,Crises Do Not Cause Lower Short-Term Growth,"Crises Do Not Cause Lower Short-Term Growth  It is commonly believed that financial crises ""lead to"" lower growth of a country during the two-year recession period, which can be reflected by their post-crisis GDP growth. However, by contrasting a causal model with a standard prediction model, this paper argues that such a belief is non-causal. To make causal inferences, we design a two-stage staggered difference-in-differences model to estimate the average treatment effects. Interpreting the residuals as the contribution of each crisis to the treatment effects, we astonishingly conclude that cross-sectional crises are often limited to providing relevant causal information to policymakers. ",2022,crisis,3.9514418,6.6873364,2020-,6,#5E0897
345,CrisisBench: Benchmarking Crisis-related Social Media Datasets for  Humanitarian Information Processing,"CrisisBench: Benchmarking Crisis-related Social Media Datasets for   Humanitarian Information Processing  Time-critical analysis of social media streams is important for humanitarian organizations for planing rapid response during disasters. The \textit{crisis informatics} research community has developed several techniques and systems for processing and classifying big crisis-related data posted on social media. However, due to the dispersed nature of the datasets used in the literature (e.g., for training models), it is not possible to compare the results and measure the progress made towards building better models for crisis informatics tasks. In this work, we attempt to bridge this gap by combining various existing crisis-related datasets. We consolidate eight human-annotated datasets and provide 166.1k and 141.5k tweets for \textit{informativeness} and \textit{humanitarian} classification tasks, respectively. We believe that the consolidated dataset will help train more sophisticated models. Moreover, we provide benchmarks for both binary and multiclass classification tasks using several deep learning architecrures including, CNN, fastText, and transformers. We make the dataset and scripts available at: https://crisisnlp.qcri.org/crisis_datasets_benchmarks.html ",2020,crisis,1.931009,8.234576,2020-,6,#5E0897
346,Remarks on criticality and crisis in pure exchange economies,"Remarks on criticality and crisis in pure exchange economies  In the framework of the theory of Equilibrium Manifold of a Pure Exchange Economy, introduced by Balasko, we give a rigorous definition of a crisis transition and establish some infinitesimal criteria which distinguish unavoidable crises from other critical equilibria. Our approach builds on the relationship between the mathematical notions of branching, envelopes, and the intrinsic derivative. ",2021,crisis,3.3016806,5.7129107,2020-,6,#5E0897
347,Crisis Analytics: Big Data Driven Crisis Response,"Crisis Analytics: Big Data Driven Crisis Response  Disasters have long been a scourge for humanity. With the advances in technology (in terms of computing, communications, and the ability to process and analyze big data), our ability to respond to disasters is at an inflection point. There is great optimism that big data tools can be leveraged to process the large amounts of crisis-related data (in the form of user generated data in addition to the traditional humanitarian data) to provide an insight into the fast-changing situation and help drive an effective disaster response. This article introduces the history and the future of big crisis data analytics, along with a discussion on its promise, challenges, and pitfalls. ",2016,crisis,2.4952407,7.4440966,2016-2020,5,#7402B1
348,Predicting economic market crises using measures of collective panic,"Predicting economic market crises using measures of collective panic  Predicting panic is of critical importance in many areas of human and animal behavior, notably in the context of economics. The recent financial crisis is a case in point. Panic may be due to a specific external threat, or self-generated nervousness. Here we show that the recent economic crisis and earlier large single-day panics were preceded by extended periods of high levels of market mimicry --- direct evidence of uncertainty and nervousness, and of the comparatively weak influence of external news. High levels of mimicry can be a quite general indicator of the potential for self-organized crises. ",2011,crisis,3.3508625,6.029434,2011-2015,4,#9100CF
349,Worldwide spreading of economic crisis,"Worldwide spreading of economic crisis  We model the spreading of a crisis by constructing a global economic network and applying the Susceptible-Infected-Recovered (SIR) epidemic model with a variable probability of infection. The probability of infection depends on the strength of economic relations between the pair of countries, and the strength of the target country. It is expected that a crisis which originates in a large country, such as the USA, has the potential to spread globally, like the recent crisis. Surprisingly we show that also countries with much lower GDP, such as Belgium, are able to initiate a global crisis. Using the {\it k}-shell decomposition method to quantify the spreading power (of a node), we obtain a measure of ``centrality'' as a spreader of each country in the economic network. We thus rank the different countries according to the shell they belong to, and find the 12 most central countries. These countries are the most likely to spread a crisis globally. Of these 12 only six are large economies, while the other six are medium/small ones, a result that could not have been otherwise anticipated. Furthermore, we use our model to predict the crisis spreading potential of countries belonging to different shells according to the crisis magnitude. ",2010,crisis,4.6467113,7.0010834,2006-2010,3,#FEF65C
350,Aerodynamic Models For Hurricanes I. Model description and horizontal  motion of hurricane,"Aerodynamic Models For Hurricanes I. Model description and horizontal   motion of hurricane  Aerodynamic models are developed to describe coherent structures and transport processes in hurricanes moving over open seas. The models consist of the lower boundary layer and upper adiabatic layer. Except friction at the air/sea interface,proposed modeling avoids the common turbulent approximations while using explicitly or implicitly basic stability constraints. The models analyze dynamics of upper hurricane adiabatic layer, dynamics and transport processes in hurricane boundary layer, and genesis and maturing of hurricane. The proposed modeling provides a rude enough but consistent analytical description of basic processes in hurricanes. The present paper qualitatively describes the model of mature hurricane, briefly discusses the basic thermodynamic relations and aerodynamic equations, and establishes the principles of horizontal motion for mature hurricane. ",2008,hurricane,5.816909,5.2118206,2006-2010,3,#FEF65C
351,Predicting Hurricane Trajectories using a Recurrent Neural Network,"Predicting Hurricane Trajectories using a Recurrent Neural Network  Hurricanes are cyclones circulating about a defined center whose closed wind speeds exceed 75 mph originating over tropical and subtropical waters. At landfall, hurricanes can result in severe disasters. The accuracy of predicting their trajectory paths is critical to reduce economic loss and save human lives. Given the complexity and nonlinearity of weather data, a recurrent neural network (RNN) could be beneficial in modeling hurricane behavior. We propose the application of a fully connected RNN to predict the trajectory of hurricanes. We employed the RNN over a fine grid to reduce typical truncation errors. We utilized their latitude, longitude, wind speed, and pressure publicly provided by the National Hurricane Center (NHC) to predict the trajectory of a hurricane at 6-hour intervals. Results show that this proposed technique is competitive to methods currently employed by the NHC and can predict up to approximately 120 hours of hurricane path. ",2018,hurricane,3.5019484,6.8155384,2016-2020,5,#7402B1
